Что показывает пример с рядом \(\sum_{n=1}^{\infty} (-1)^{n+1} \frac{1}{n}\)?	Пример показывает, что знакочередующийся гармонический ряд \(\sum_{n=1}^{\infty} (-1)^{n+1} \frac{1}{n}\) сходится условно, поскольку ряд \(\sum_{n=1}^{\infty} \frac{1}{n}\) (его ряд абсолютных значений) расходится.
Какова основная идея Интегрального признака Коши для функциональных рядов?	Основная идея Интегрального признака Коши заключается в сравнении функционального ряда \(\sum_{n=1}^{\infty} u_n(x)\) с соответствующим интегралом \(\int_{1}^{\infty} f(x) dx\), где \(f(x)\) — положительная, монотонно убывающая функция такая, что \(f(n) = u_n(x)\). Ряд и интеграл сходятся или расходятся одновременно.
Что показывает пример с ряд \(\sum_{n=1}^{\infty} \frac{1}{n^2}\) при применении Интегрального признака Коши?	Показывает, что ряд \(\sum_{n=1}^{\infty} \frac{1}{n^2}\) сходится, так как соответствующий интеграл \(\int_{1}^{\infty} \frac{1}{x^2} dx\) сходится.
Что такое равномерная сходимость функционального ряда?	Функциональный ряд \(\sum_{n=1}^{\infty} u_n(x)\) равномерно сходится на множестве \(D\), если для любого \(\varepsilon > 0\) существует \(n_0 \in \mathbb{N}\), такое что для всех \(n > n_0\) и для всех \(x \in D\) выполняется \(|R_n(x)| < \varepsilon\), где \(R_n(x)\) — остаток ряда.
Почему равномерная сходимость важна при изучении функциональных рядов?	Равномерная сходимость важна, так как она позволяет менять порядок суммирования и интегрирования с пределом, сохраняя при этом сходимость и сумму ряда.
Что показывает пример с равномерной сходимостью ряда \(\sum_{n=1}^{\infty} \left(x^{\frac{1}{2n+1}} - x^{\frac{1}{2n-1}}\right)\)?	Пример показывает, что функциональный ряд \(\sum_{n=1}^{\infty} \left(x^{\frac{1}{2n+1}} - x^{\frac{1}{2n-1}}\right)\) сходится к функции \(1 - x\) при \(x > 0\), к функции \(-1 - x\) при \(x < 0\) и к нулю при \(x = 0\), демонстрируя зависимость суммы ряда от значения переменной \(x\).
Как Признак Вейерштрасса гарантирует равномерную сходимость функционального ряда?	Признак Вейерштрасса гарантирует равномерную сходимость функционального ряда \(\sum_{n=1}^{\infty} u_n(x)\), если существует сходящийся числовой ряд \(\sum_{n=1}^{\infty} \alpha_n\) с \(\alpha_n > 0\), и выполняется неравенство \(|u_n(x)| \leq \alpha_n\) для всех \(n\) и для всех \(x \in D\). Тогда функциональный ряд \(\sum_{n=1}^{\infty} u_n(x)\) сходится равномерно на множестве \(D\).
Что показывает пример с рядом \(\sum_{n=1}^{\infty} \frac{1}{n!}\) при применении Признака Даламбера?	Показывает, что ряд \(\sum_{n=1}^{\infty} \frac{1}{n!}\) сходится по Признаку Даламбера, так как \(\mathcal{D} = \lim_{n \to \infty} \frac{1/(n+1)!}{1/n!} = \lim_{n \to \infty} \frac{1}{n+1} = 0 < 1\).
Что происходит с рядовой суммой при применении Интегрального признака Коши, если интеграл расходится?	Если интеграл \(\int_{1}^{\infty} f(x) dx\) расходится, то по Интегральному признаку Коши функциональный ряд \(\sum_{n=1}^{\infty} u_n(x)\) также расходится.
Почему Признак Коши (радикальный) не даёт информации при \(K = 1\)?	При \(K = 1\) радикальный признак Коши становится неинформативным, так как предел \(\sqrt[n]{u_n} = 1\) не позволяет определить сходимость или расходимость ряда. В этом случае требуются другие признаки для исследования сходимости ряда.
Почему Признак Вейерштрасса не применяется к абсолютно сходящимся рядам?	На самом деле, Признак Вейерштрасса применяется к абсолютно сходящимся рядам как способ доказательства их равномерной сходимости, но не к условно сходящимся рядам.
Что показывает пример с рядом \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^n\)?	Показывает, что ряд \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^n\) имеет предел \(\mathcal{D} = 1\) по Признаку Даламбера, что не даёт информации о сходимости. Однако известно, что \(\lim_{n \to \infty} \left(\frac{n}{n+1}\right)^n = e^{-1} \neq 0\), что нарушает необходимое условие сходимости ряда, и ряд расходится.
Что показывает пример с рядом \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^{n^2}\)?	Показывает, что ряд \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^{n^2}\) сходится по радикальному признаку Коши, так как \(\lim_{n \to \infty} \sqrt[n]{\left(\frac{n}{n+1}\right)^{n^2}} = \lim_{n \to \infty} \left(\frac{n}{n+1}\right)^n = e^{-1} < 1\).
Что показывает пример с ряд \(\sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n}\)?	Пример показывает, что знакочередующийся гармонический ряд \(\sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n}\) сходится условно по Признаку Лейбница, несмотря на то, что ряд его абсолютных значений \(\sum_{n=1}^{\infty} \frac{1}{n}\) расходится.
Что показывает пример с ряд \(\sum_{n=1}^{\infty} \frac{1}{n(n+1)}\)?	Показывает, что ряд \(\sum_{n=1}^{\infty} \frac{1}{n(n+1)}\) сходится к 1, несмотря на то, что отдельные ряды \(\sum_{n=1}^{\infty} \frac{1}{n}\) и \(\sum_{n=1}^{\infty} \frac{1}{n+1}\) расходятся. Это иллюстрирует, что из сходимости суммы рядов не следует сходимость каждого из них по отдельности.
Что показывает пример с рядом \(\sum_{n=1}^{\infty} (-1)^n\)?	Показывает, что знакочередующийся расходящийся ряд \(\sum_{n=1}^{\infty} (-1)^n\) может при перестановке членов приводить к разным пределам или к расходимости, что демонстрирует важность сохранения порядка членов при применении теорем о сходимости.
Почему Признак Вейерштрасса гарантирует равномерную сходимость функционального ряда?	Потому что он устанавливает верхнюю границу на модули членов функционального ряда, сравнивая их с мажорирующим числовым рядом, который сходится независимо от переменной \(x\), обеспечивая тем самым равномерную сходимость.
Как Признак Лейбница связан с необходимым условием сходимости ряда?	Признак Лейбница включает в себя необходимое условие сходимости ряда, то есть \(\lim_{n \to \infty} u_n = 0\), а также дополнительное условие монотонного убывания членов ряда.

