Что показывает пример с ряд \(\sum_{n=1}^{\infty} \frac{1}{n(n+1)}\)?	Пример показывает, что ряд \(\sum_{n=1}^{\infty} \frac{1}{n(n+1)}\) сходится к 1, несмотря на то, что отдельные ряды \(\sum_{n=1}^{\infty} \frac{1}{n}\) и \(\sum_{n=1}^{\infty} \frac{1}{n+1}\) расходятся. Это иллюстрирует, что из сходимости суммы рядов не следует сходимость каждого из них по отдельности.
Что утверждает Признак Вейерштрасса для равномерной сходимости функционального ряда?	Признак Вейерштрасса утверждает, что если существует сходящийся числовой ряд \(\sum_{n=1}^{\infty} \alpha_n\) с \(\alpha_n > 0\) и выполняется неравенство \(|u_n(x)| \leq \alpha_n\) для всех \(n\) и для всех \(x \in D\), то функциональный ряд \(\sum_{n=1}^{\infty} u_n(x)\) сходится равномерно на множестве \(D\).
Что утверждает Признак Абсолютной сходимости ряда?	Теорема об абсолютной сходимости утверждает, что если ряд \(\sum_{n=1}^{\infty} |u_n|\) сходится, то и ряд \(\sum_{n=1}^{\infty} u_n\) сходится.
Что такое условно сходящийся ряд?	Условно сходящийся ряд — это ряд \(\sum_{n=1}^{\infty} u_n\), который сходится, но ряд его абсолютных значений \(\sum_{n=1}^{\infty} |u_n|\) расходится.
Почему из абсолютной сходимости ряда следует его условная сходимость?	Потому что абсолютная сходимость ряда \(\sum_{n=1}^{\infty} |u_n|\) подразумевает сходимость ряда \(\sum_{n=1}^{\infty} u_n\), но обратное не верно: условная сходимость не гарантирует абсолютной сходимости.
Что показывает пример с рядом \(\sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n}\)?	Пример показывает, что знакочередующийся гармонический ряд \(\sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n}\) сходится условно по Признаку Лейбница, несмотря на то, что ряд его абсолютных значений \(\sum_{n=1}^{\infty} \frac{1}{n}\) расходится.
Что показывает пример с ряд \(\sum_{n=1}^{\infty} (-1)^n\)?	Пример показывает, что знакочередующийся расходящийся ряд \(\sum_{n=1}^{\infty} (-1)^n\) может при перестановке членов приводить к разным пределам или к расходимости, что демонстрирует важность сохранения порядка членов при применении теорем о сходимости.
Что утверждает Теорема о непрерывности суммы мажорируемого ряда?	Теорема утверждает, что если функциональный ряд \(\sum_{n=1}^{\infty} u_n(x)\) мажорируется на \(D = [a, b]\) и каждый \(u_n(x)\) непрерывна на \([a, b]\), то сумма ряда \(S(x)\) также является непрерывной функцией на \([a, b]\).
Что утверждает Теорема об интегрировании мажорируемого ряда?	Теорема утверждает, что если функциональный ряд \(\sum_{n=1}^{\infty} u_n(x)\) мажорируется на \([a, b]\) и каждый \(u_n(x)\) непрерывна на \([a, b]\), то интеграл от суммы ряда равен сумме интегралов: \(\int_{x_0}^{y} S(x) dx = \sum_{n=1}^{\infty} \int_{x_0}^{y} u_n(x) dx\).
Что утверждает Теорема о производной суммы мажорируемого ряда?	Теорема утверждает, что если функциональный ряд \(\sum_{n=1}^{\infty} u_n(x)\) мажорируется на \([a, b]\) и каждый \(u_n(x)\) дифференцируем, то производная суммы ряда равна сумме производных членов ряда: \(S'(x) = \sum_{n=1}^{\infty} u'_n(x)\).
Как Признак Вейерштрасса гарантирует равномерную сходимость функционального ряда?	Признак Вейерштрасса устанавливает верхнюю границу на модули членов функционального ряда, сравнивая их с мажорирующим числовым рядом, который сходится независимо от переменной \(x\). Это обеспечивает равномерную сходимость функционального ряда на заданном множестве.
Что показывает пример с равномерной сходимостью ряда \(\sum_{n=1}^{\infty} \left(x^{\frac{1}{2n+1}} - x^{\frac{1}{2n-1}}\right)\)?	Пример показывает, что функциональный ряд \(\sum_{n=1}^{\infty} \left(x^{\frac{1}{2n+1}} - x^{\frac{1}{2n-1}}\right)\) сходится к функции \(1 - x\) при \(x > 0\), к функции \(-1 - x\) при \(x < 0\) и к нулю при \(x = 0\), демонстрируя зависимость суммы ряда от значения переменной \(x\).
Что показывает пример с ряд \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^n\)?	Показывает, что ряд \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^n\) имеет предел \(\mathcal{D} = \lim_{n \to \infty} \frac{u_{n+1}}{u_n} = \lim_{n \to \infty} \left|\frac{\left(\frac{n+1}{n+2}\right)^{n+1}}{\left(\frac{n}{n+1}\right)^n}\right| = 1\), что не даёт информации о сходимости по Признаку Даламбера. Однако известно, что \(\lim_{n \to \infty} \left(\frac{n}{n+1}\right)^n = e^{-1} \neq 0\), что нарушает необходимое условие сходимости ряда, и ряд расходится.
Что показывает пример с ряд \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^{n^2}\)?	Показывает, что ряд \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^{n^2}\) сходится по радикальному признаку Коши, так как \(\lim_{n \to \infty} \sqrt[n]{\left(\frac{n}{n+1}\right)^{n^2}} = \lim_{n \to \infty} \left(\frac{n}{n+1}\right)^n = e^{-1} < 1\).
Что утверждает Теорема Абеля для степенных рядов?	Теорема Абеля утверждает, что если степенной ряд \(\sum_{n=0}^{\infty} c_n x^n\) сходится в некоторой точке \(x_1\), то он сходится абсолютно и равномерно на всех интервалах \(|x| \leq r\), где \(r < |x_1|\). Аналогично, если ряд расходится в некоторой точке \(x_2\), то он расходится для всех \(x\), удовлетворяющих \(|x| > |x_2|\).
Что утверждает Теорема о производной суммы мажорируемого ряда?	Теорема утверждает, что если функциональный ряд \(\sum_{n=1}^{\infty} u_n(x)\) мажорируется на \([a, b]\) и каждый \(u_n(x)\) дифференцируем на \([a, b]\), то производная суммы ряда \(S'(x)\) равна сумме производных членов ряда: \(S'(x) = \sum_{n=1}^{\infty} u'_n(x)\).
Как применяется Интегральный признак Коши для степенных рядов?	Интегральный признак Коши применяется к степенным рядам путем сравнения ряда \(\sum_{n=1}^{\infty} u_n(x)\) с соответствующим интегралом \(\int_{1}^{\infty} f(x) dx\), где \(f(x)\) — положительная, монотонно убывающая функция такая, что \(f(n) = u_n(x)\). Если интеграл сходится, то и ряд сходится, и наоборот.
Что показывает пример с ряд \(\sum_{n=1}^{\infty} \frac{x^n}{n} (-1)^{n+1}\)?	Пример показывает, что степенной ряд \(\sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n} x^n\) сходится для \(|x| < 1\) по Признаку Даламбера. При \(x = 1\) ряд сходится по Признаку Лейбница, а при \(x = -1\) ряд расходится. Таким образом, область сходимости \(D = (-1; 1]\).

