Что утверждает Теорема о производной суммы мажорируемого ряда?	Теорема утверждает, что если функциональный ряд \( \sum_{n=1}^{\infty} u_n(x) \) мажорируется на \([a, b]\) и каждый \( u_n(x) \) дифференцируем на \([a, b]\), то производная суммы ряда равна сумме производных членов ряда: \( S'(x) = \sum_{n=1}^{\infty} u'_n(x) \).
Что такое равномерная сходимость функционального ряда?	Функциональный ряд \( \sum_{n=1}^{\infty} u_n(x) \) равномерно сходится на множестве \( D \), если для любого \( \varepsilon > 0 \) существует \( n_0 \in \mathbb{N} \), такое что для всех \( n > n_0 \) и для всех \( x \in D \) выполняется неравенство \( |R_n(x)| < \varepsilon \), где \( R_n(x) \) — остаток ряда.
Что такое Признак Вейерштрасса для равномерной сходимости функционального ряда?	Признак Вейерштрасса гласит, что если существует сходящийся числовой ряд \( \sum_{n=1}^{\infty} \alpha_n \) с \( \alpha_n > 0 \) и выполняется неравенство \( |u_n(x)| \leq \alpha_n \) для всех \( n \) и для всех \( x \in D \), тогда функциональный ряд \( \sum_{n=1}^{\infty} u_n(x) \) сходится равномерно на множестве \( D \).
Что такое абсолютная сходимость ряда?	Ряд \( \sum_{n=1}^{\infty} u_n \) называется абсолютно сходящимся, если ряд его модулей \( \sum_{n=1}^{\infty} |u_n| \) сходится.
Что такое условная сходимость ряда?	Ряд \( \sum_{n=1}^{\infty} u_n \) называется условно сходящимся, если он сходится, но ряд его модулей \( \sum_{n=1}^{\infty} |u_n| \) расходится.
Почему из абсолютной сходимости ряда следует его условная сходимость?	Потому что абсолютная сходимость ряда \( \sum_{n=1}^{\infty} |u_n| \) подразумевает, что ряд \( \sum_{n=1}^{\infty} u_n \) также сходится, но обратное не верно: условная сходимость не гарантирует абсолютной сходимости.
Как Признак Вейерштрасса гарантирует равномерную сходимость функционального ряда?	Признак Вейерштрасса устанавливает верхнюю границу на модули членов функционального ряда, сравнивая их с мажорирующим числовым рядом, который сходится независимо от переменной \( x \). Это обеспечивает равномерную сходимость функционального ряда на заданном множестве.
Что показывает пример с ряд \( \sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n} \)?	Пример показывает, что знакочередующийся гармонический ряд \( \sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n} \) сходится условно по Признаку Лейбница, несмотря на то, что ряд его абсолютных значений \( \sum_{n=1}^{\infty} \frac{1}{n} \) расходится.
Что показывает пример с ряд \( \sum_{n=1}^{\infty} (-1)^n \)?	Пример показывает, что знакочередующийся расходящийся ряд \( \sum_{n=1}^{\infty} (-1)^n \) может при перестановке членов приводить к разным пределам или к расходимости, что демонстрирует важность сохранения порядка членов при применении теорем о сходимости.
Каков радиус сходимости степенного ряда \( \sum_{n=0}^{\infty} c_n (x - x_0)^n \)?	Радиус сходимости степенного ряда \( \sum_{n=0}^{\infty} c_n (x - x_0)^n \) определяется как такое положительное число \( R \), что ряд сходится для всех \( x \), удовлетворяющих \( |x - x_0| < R \), и расходится для всех \( x \), удовлетворяющих \( |x - x_0| > R \). Сходимость на границе \( |x - x_0| = R \) требует отдельного исследования.
Что такое ряд Маклорена?	Ряд Маклорена — это степенной ряд с центром в нуле, то есть \( \sum_{n=0}^{\infty} c_n x^n \).
Как определяется сумма функционального ряда?	Сумма функционального ряда \( \sum_{n=1}^{\infty} u_n(x) \) определяется как функция \( S(x) = \lim_{n \to \infty} S_n(x) \), где \( S_n(x) \) — частичная сумма ряда. При равномерной сходимости сумма ряда является непрерывной функцией, если все члены ряда непрерывны.
Что такое остаток ряда \( R_n(x) \)?	Остаток ряда \( R_n(x) \) определяется как разность между суммой ряда и его частичной суммой: \( R_n(x) = S(x) - S_n(x) \).
Что показывает пример с интегралом \( I = \int_0^{\frac{1}{2}} \frac{\sin x}{x} dx \)?	Пример показывает, как разложение функции \( \frac{\sin x}{x} \) в ряд Тейлора позволяет вычислить интеграл \( I = \int_0^{\frac{1}{2}} \frac{\sin x}{x} dx \) путем интегрирования каждого члена ряда по отдельности. Ряд является знакопеременным, что позволяет оценивать остаток ряда и достигать заданной точности вычисления.
Что показывает пример с интегралом \( \int_0^{a} e^{-x^2} dx \)?	Пример демонстрирует применение ряда Тейлора для вычисления интеграла \( \int_0^{a} e^{-x^2} dx \). Разложение функции \( e^{-x^2} \) в ряд позволяет интегрировать каждый член ряда по отдельности, получая ряд для интеграла, который затем можно использовать для приближенного вычисления.
Что показывает пример с пределом \( \lim_{x \to 0} \frac{\sin x - \mathrm{arctg} x}{x^3} \)?	Пример показывает, как использование рядов Тейлора позволяет вычислить предел \( \lim_{x \to 0} \frac{\sin x - \mathrm{arctg} x}{x^3} \). Разложение \( \sin x \) и \( \mathrm{arctg} x \) в ряды дает возможность найти разницу рядов и вычислить предел коэффициентов при \( x^3 \), что приводит к результату \( \frac{1}{6} \).
Что такое функциональный ряд?	Функциональный ряд — это числовой ряд вида \( \sum_{n=1}^{\infty} u_n(x) \), где \( u_n(x) \) — функции, определённые на некотором множестве \( E \subset \mathbb{R} \). При фиксированном \( x \) функциональный ряд превращается в числовой ряд.
Что такое область сходимости функционального ряда?	Область сходимости функционального ряда \( \sum_{n=1}^{\infty} u_n(x) \) — это множество значений \( x \), при которых ряд сходится.
Что такое равномерная сходимость функционального ряда?	Равномерная сходимость функционального ряда \( \sum_{n=1}^{\infty} u_n(x) \) на множестве \( D \) означает, что для любого \( \varepsilon > 0 \) существует \( n_0 \in \mathbb{N} \), такое что для всех \( n > n_0 \) и для всех \( x \in D \) выполняется \( |R_n(x)| < \varepsilon \), где \( R_n(x) \) — остаток ряда.
Каково определение суммы функционального ряда?	Сумма функционального ряда \( \sum_{n=1}^{\infty} u_n(x) \) определяется как функция \( S(x) = \lim_{n \to \infty} S_n(x) \), где \( S_n(x) \) — частичная сумма ряда. Если ряд сходится равномерно на множестве \( D \), то сумма \( S(x) \) является непрерывной функцией на \( D \).
Что показывает Теорема о производной суммы мажорируемого ряда?	Теорема утверждает, что если функциональный ряд \( \sum_{n=1}^{\infty} u_n(x) \) мажорируется на \([a, b]\) и каждый \( u_n(x) \) дифференцируем на \([a, b]\), то производная суммы ряда \( S'(x) \) равна сумме производных членов ряда: \( S'(x) = \sum_{n=1}^{\infty} u'_n(x) \).
Что показывает пример с интегралом функции Лапласа \( \Phi(a) \)?	Пример показывает, как ряд Тейлора используется для вычисления интеграла функции Лапласа \( \Phi(a) = \frac{1}{\sqrt{2\pi}} \int_0^a e^{-\frac{x^2}{2}} dx \) путем разложения подынтегральной функции в ряд и интегрирования каждого члена ряда.
Что показывает пример с пределом \( \lim_{x \to 0} \frac{\sin x - \mathrm{arctg} x}{x^3} \)?	Пример показывает, как использование рядов Тейлора позволяет вычислить предел \( \lim_{x \to 0} \frac{\sin x - \mathrm{arctg} x}{x^3} \). Разложение \( \sin x \) и \( \mathrm{arctg} x \) в ряды дает возможность найти разницу рядов и вычислить предел коэффициентов при \( x^3 \), что приводит к результату \( \frac{1}{6} \).
Что такое функциональный ряд Фурье?	Функциональный ряд Фурье — это ряд вида \( \sum_{n=1}^{\infty} (a_n \cos(nx) + b_n \sin(nx)) \), который используется для представления периодических функций как суммы синусоидальных гармоник.
Что такое скалярное произведение в пространстве \( C_{[a,b]} \)?	Скалярное произведение двух функций \( f(x) \) и \( g(x) \) в пространстве \( C_{[a,b]} \) определяется как \( (f, g) = \int_a^b f(x) g(x) dx \).
Что такое норма функции в пространстве \( C_{[a,b]} \)?	Норма функции \( f(x) \) в пространстве \( C_{[a,b]} \) определяется как \( \|f\| = \sqrt{(f, f)} = \left( \int_a^b f^2(x) dx \right)^{\frac{1}{2}} \).
Что такое равномерная сходимость функционального ряда?	Функциональный ряд \( \sum_{n=1}^{\infty} u_n(x) \) равномерно сходится на множестве \( D \), если для любого \( \varepsilon > 0 \) существует \( n_0 \in \mathbb{N} \), такое что для всех \( n > n_0 \) и для всех \( x \in D \) выполняется неравенство \( |R_n(x)| < \varepsilon \), где \( R_n(x) \) — остаток ряда.
Что такое Теорема о непрерывности суммы мажорируемого ряда?	Теорема утверждает, что если функциональный ряд \( \sum_{n=1}^{\infty} u_n(x) \), где \( u_n(x) \in C_{[a, b]} \), мажорируется на \( D = [a, b] \), то его сумма \( S(x) \) является непрерывной функцией на \([a, b]\).
Что показывает пример с интегралом \( I = \int_0^{\frac{1}{2}} \frac{\sin x}{x} dx \)?	Пример показывает, как разложение функции \( \frac{\sin x}{x} \) в ряд Тейлора позволяет вычислить интеграл \( I = \int_0^{\frac{1}{2}} \frac{\sin x}{x} dx \) путем интегрирования каждого члена ряда по отдельности. Ряд является знакопеременным, что позволяет оценивать остаток ряда и достигать заданной точности вычисления.
Что показывает пример с интегралом \( \int_0^{a} e^{-x^2} dx \)?	Пример демонстрирует применение ряда Тейлора для вычисления интеграла \( \int_0^{a} e^{-x^2} dx \). Разложение функции \( e^{-x^2} \) в ряд позволяет интегрировать каждый член ряда по отдельности, получая ряд для интеграла, который затем можно использовать для приближенного вычисления.
Что такое Признак Абсолютной сходимости ряда?	Теорема об абсолютной сходимости утверждает, что если ряд \( \sum_{n=1}^{\infty} |u_n| \) сходится, то и ряд \( \sum_{n=1}^{\infty} u_n \) сходится.
Что такое условно сходящийся ряд?	Условно сходящийся ряд — это ряд \( \sum_{n=1}^{\infty} u_n \), который сходится, но ряд его абсолютных значений \( \sum_{n=1}^{\infty} |u_n| \) расходится.
Почему из абсолютной сходимости ряда следует его условная сходимость?	Потому что абсолютная сходимость ряда \( \sum_{n=1}^{\infty} |u_n| \) подразумевает, что ряд \( \sum_{n=1}^{\infty} u_n \) также сходится, но обратное не верно: условная сходимость не гарантирует абсолютной сходимости.
Что показывает пример с рядом \( \sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n} \)?	Пример показывает, что знакочередующийся гармонический ряд \( \sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n} \) сходится условно по Признаку Лейбница, несмотря на то, что ряд его абсолютных значений \( \sum_{n=1}^{\infty} \frac{1}{n} \) расходится.
Что показывает пример с ряд \( \sum_{n=1}^{\infty} \frac{1}{n(n+1)} \)?	Пример показывает, что ряд \( \sum_{n=1}^{\infty} \frac{1}{n(n+1)} \) сходится к 1, несмотря на то, что отдельные ряды \( \sum_{n=1}^{\infty} \frac{1}{n} \) и \( \sum_{n=1}^{\infty} \frac{1}{n+1} \) расходятся. Это иллюстрирует, что из сходимости суммы рядов не следует сходимость каждого из них по отдельности.
Что показывает пример с ряд \( \sum_{n=1}^{\infty} (-1)^n \)?	Пример показывает, что знакочередующийся расходящийся ряд \( \sum_{n=1}^{\infty} (-1)^n \) может при перестановке членов приводить к разным пределам или к расходимости, что демонстрирует важность сохранения порядка членов при применении теорем о сходимости.
Что показывает пример с ряд \( \sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^n \)?	Показывает, что ряд \( \sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^n \) имеет предел \( \mathcal{D} = \lim_{n \to \infty} \left|\frac{u_{n+1}}{u_n}\right| = \lim_{n \to \infty} \left|\frac{\left(\frac{n+1}{n+2}\right)^{n+1}}{\left(\frac{n}{n+1}\right)^n}\right| = 1 \), что не даёт информации о сходимости по Признаку Даламбера. Однако известно, что \( \lim_{n \to \infty} \left(\frac{n}{n+1}\right)^n = e^{-1} \neq 0 \), что нарушает необходимое условие сходимости ряда, и ряд расходится.
Что показывает пример с ряд \( \sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^{n^2} \)?	Показывает, что ряд \( \sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^{n^2} \) сходится по радикальному признаку Коши, так как \( \lim_{n \to \infty} \sqrt[n]{\left(\frac{n}{n+1}\right)^{n^2}} = \lim_{n \to \infty} \left(\frac{n}{n+1}\right)^n = e^{-1} < 1 \).
Что показывает пример с интегралом функции Лапласа \( \Phi(a) \)?	Пример показывает, как ряд Тейлора используется для вычисления интеграла функции Лапласа \( \Phi(a) = \frac{1}{\sqrt{2\pi}} \int_0^a e^{-\frac{x^2}{2}} dx \) путем разложения подынтегральной функции в ряд и интегрирования каждого члена ряда.
Что показывает пример с пределом \( \lim_{x \to 0} \frac{\sin x - \mathrm{arctg} x}{x^3} \)?	Пример показывает, как использование рядов Тейлора позволяет вычислить предел \( \lim_{x \to 0} \frac{\sin x - \mathrm{arctg} x}{x^3} \). Разложение \( \sin x \) и \( \mathrm{arctg} x \) в ряды дает возможность найти разницу рядов и вычислить предел коэффициентов при \( x^3 \), что приводит к результату \( \frac{1}{6} \).

